lat,lng
25.41674284240016,56.01191908388682
24.996531914446148,56.172585087923785
25.7205567040492,55.89583182974082
25.85033400836235,55.79869714871923
25.22858133346639,56.16153146265149
25.652174441107267,55.98835722967338
25.539966908352035,55.82981604791131
25.43191189043177,55.95790663630385
25.705771828720145,55.79990832069373
25.71412540142223,56.1165520646413
25.6875457588262,55.98083617254716
25.41129427969901,55.92521361943715
26.001833353134607,56.135565729469526
25.81088564981966,56.052861113875466
25.751432144383067,55.95108541982975
25.76195765719773,56.08112708067113
25.674468203146553,56.129129047546996
25.720231861344075,55.80798948995057
25.92805834567669,56.021583314692194
25.12090101618155,56.04085069616684
25.84930107125801,55.96850591474021
25.651953050094594,55.863864003359225
25.7595901777423,55.92080221726248
26.01063356805848,55.955243872965404
25.571455684332555,55.983019535175636
25.136337902831503,56.138101694563076
25.90669724387207,56.16109920716817
25.39229214808479,55.94309299376131
25.82097394276929,55.851298533006116
24.958155429894386,56.0775283840423
25.93353643348877,55.9075340774033
25.747908812404017,55.839947284641255
25.05615416503932,56.10426757984762
25.01091923095574,56.146318444894675
25.734705947311035,55.792996533156966
25.49821784444068,55.860168085007146
25.646870772492647,55.91838009928692
25.80505131767837,56.098582169963684
25.69885003254587,55.95772041327192
25.720450916479866,56.08377806782858
25.745813321511715,55.756844043203756
25.848405582051807,56.117790511447154
25.8352686320442,55.86967850198914
25.740569936826947,55.9732440778858
25.036289606174225,56.060705864565755
25.79063499308009,56.13696964830224
25.80482854288309,55.791128625107234
25.858053567153586,56.118696654660965
25.69664402069672,55.872052602423295
25.498537394889933,55.87324795200834
25.79458479104591,55.99184283886639
24.89997196868294,56.05925566483917
25.891398996228947,56.14042433250175
25.62527522709373,55.81401927552467
24.891033084971234,56.160509990018426
25.98110973028825,55.99209595602237
25.568244131788692,55.96252406922378
25.257027997090262,56.212410413184784
25.851289578511754,55.9940292786673
25.69354993327884,56.130149374254245
25.845756895474555,55.90412451671478
25.590507584466238,55.934288262128774
24.874716803810266,56.14863760329761
25.70732901589305,55.863483697970544
25.44048600840301,56.027862475481214
25.99995153975822,55.951795844596774
25.800709348036264,56.11555222769586
25.049567537909752,56.15141605499301
25.596461510172052,55.93565596199596
25.22049689797292,56.07243686404577
25.785529101854696,56.02207020888198
25.72062273733961,56.14406306072976
24.88506959428809,56.17284156815925
25.805196500290627,55.922601401195344
26.002914353471393,56.006443454110524
24.90371837660369,56.253669784985206
25.742596882115112,56.04515457247385
25.716334069833174,55.77473869486918
24.92547396033381,56.08866335263979
25.644722071232966,55.821292206277676
24.993753045027532,56.14264488820736
25.032959815681377,56.00098260705365
25.97241938486744,55.964474227785615
25.79909585036233,55.88030086519312
25.14124419015047,56.07266613353632
25.818817697226816,55.76881608362648
25.76522251100368,56.091737420145066
25.69562842256291,56.10282305738706
24.91035511549227,56.06545294822347
